,City,Country,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Date
387,bafoussam,CM,5.47,10.42,61.81,100,100,4.72,1599419471
388,dyurtyuli,RU,55.49,54.87,51.78,74,20,2.73,1599419471
389,riosucio,CO,5.42,-75.7,78.8,64,75,8.05,1599419472
390,otterup,DK,55.52,10.4,53.6,81,0,5.82,1599419472
391,port hardy,CD,-7.03,29.76,78.06,40,59,5.95,1599419379
392,fort nelson,NL,52.65,6.39,55.99,90,56,0.29,1599419426
393,garden city,DE,53.69,12.05,55.4,76,20,5.82,1599419472
394,hals,DK,57.0,10.31,55.99,81,97,5.99,1599419347
395,sompeta,IN,18.93,84.6,82.11,83,6,9.86,1599419472
396,inverell,AU,-29.78,151.12,50.0,84,0,1.01,1599419473
397,sudbury,CA,46.49,-80.99,64.0,51,75,11.41,1599419473
398,daru,PG,-9.08,143.21,77.74,86,100,17.9,1599419473
399,asau,RO,46.43,26.4,59.0,91,0,2.91,1599419473
400,paraiso,CR,9.84,-83.87,73.99,83,40,10.29,1599419473
401,wewak,PG,-3.55,143.63,77.95,85,26,9.1,1599419474
402,lorengau,PG,-2.02,147.27,81.66,81,22,11.45,1599419474
403,lasa,IT,46.62,10.7,55.4,100,40,8.05,1599419474
404,lugovoy,KZ,42.95,72.76,57.11,36,0,8.81,1599419474
405,nantucket,US,41.28,-70.1,73.4,73,1,12.75,1599419475
406,autun,FR,46.95,4.3,60.8,51,86,6.93,1599419475
407,providencia,MX,28.72,-111.58,102.0,48,0,5.99,1599419475
408,lenine,UA,45.3,35.78,72.93,73,0,7.54,1599419477
409,papara,BR,-3.98,-38.73,84.2,54,73,18.34,1599419477
410,carnarvon,AU,-24.87,113.63,62.6,100,40,4.7,1599419478
411,sijunjung,ID,-0.69,100.95,71.33,83,58,0.96,1599419478
412,pangnirtung,CA,66.15,-65.71,44.6,75,40,14.99,1599419469
413,kartaly,RU,53.05,60.65,50.77,80,0,9.53,1599419478
414,nekhayevskiy,RU,50.41,41.76,64.99,32,100,1.99,1599419478
415,nabire,ID,-3.37,135.48,76.28,88,100,2.66,1599419479
416,lagoa,PT,39.05,-27.98,68.32,75,89,23.29,1599419479
417,marystown,CA,47.17,-55.15,66.99,100,16,5.61,1599419479
418,meihekou,CN,42.53,125.68,60.28,91,100,5.28,1599419479
419,santa luzia,PH,17.49,120.43,78.8,85,67,3.96,1599419408
420,salekhard,RU,66.53,66.6,50.2,61,99,2.48,1599419480
421,osa,RU,57.28,55.46,49.26,89,75,2.55,1599419480
422,tosya,TR,41.02,34.04,60.69,74,0,3.49,1599419480
423,xuanzhou,CN,30.95,118.76,69.04,66,0,7.16,1599419480
424,arroyo,ES,41.61,-4.8,71.01,45,0,16.11,1599419481
425,makinsk,KZ,52.63,70.42,41.04,84,19,7.65,1599419481
426,mandalgovi,MN,45.76,106.27,53.26,80,0,7.76,1599419481
427,ahvaz,IR,31.32,48.67,89.6,43,0,9.4,1599419205
428,wagrowiec,PL,52.81,17.2,59.0,76,80,2.24,1599419482
429,tual,ID,-5.67,132.75,79.92,82,100,19.46,1599419483
430,kununurra,AU,-15.77,128.73,68.0,33,98,5.84,1599419483
431,puerto escondido,ES,36.59,-6.23,82.4,51,0,13.87,1599419424
432,kabanjahe,ID,3.1,98.49,64.0,89,100,1.07,1599419483
433,penzance,GB,50.12,-5.54,61.0,82,38,12.75,1599419484
434,dudinka,RU,69.41,86.18,46.4,87,40,8.95,1599419484
435,zambezi,ZM,-13.54,23.1,71.58,22,0,8.95,1599419484
436,vigrestad,NO,58.57,5.7,53.01,95,12,1.99,1599419484
437,catabola,AO,-12.15,17.28,70.12,22,47,2.19,1599419484
438,beyneu,KZ,45.32,55.2,62.78,43,6,16.87,1599419485
439,kavaratti,IN,10.57,72.64,82.72,78,100,26.96,1599419485
440,balaogan,PH,13.43,123.28,78.24,88,100,1.88,1599419485
441,salisbury,GB,51.07,-1.8,62.01,87,26,9.17,1599419485
442,zaysan,KZ,47.47,84.87,55.31,57,100,4.41,1599419485
443,wilmington,US,34.23,-77.94,84.99,54,90,8.05,1599418760
444,sawtell,AU,-30.38,153.1,57.0,93,90,5.93,1599419486
445,inyonga,TZ,-6.72,32.07,71.33,33,25,5.01,1599419303
446,baherden,TM,38.44,57.43,76.46,18,0,9.66,1599419486
447,chimoio,MZ,-19.12,33.48,60.8,100,20,13.87,1599419486
448,nipawin,CA,53.37,-104.0,55.4,76,75,14.99,1599419427
449,hoi an,ID,-9.83,124.43,60.76,93,11,3.09,1599419487
450,krym,RU,47.3,39.52,71.6,35,20,13.42,1599419487
451,nemuro,JP,43.32,145.57,66.81,98,99,9.44,1599419487
452,hualmay,PE,-11.1,-77.61,66.13,66,45,9.98,1599419487
453,maragogi,BR,-9.01,-35.22,76.66,69,0,9.15,1599419417
454,lwowek slaski,PL,52.45,16.18,55.4,82,100,2.24,1599419487
455,stornoway,GB,58.21,-6.39,54.0,87,100,9.17,1599419488
456,peniche,PT,39.36,-9.38,79.0,60,0,4.0,1599419488
457,fukue,JP,32.69,128.84,80.28,88,100,52.77,1599419488
458,nisia floresta,GR,39.39,21.64,66.0,53,0,1.1,1599419488
459,sao miguel do araguaia,IN,20.51,76.21,77.41,80,4,1.97,1599419425
460,staraya kulatka,RU,59.93,30.62,57.0,94,8,5.14,1599419491
461,limon,CR,10.0,-83.03,86.07,65,71,8.75,1599419398
462,margate,GB,51.38,1.39,61.0,70,0,4.23,1599419491
463,gushikawa,JP,26.35,127.87,80.6,88,1,16.11,1599419491
464,namibe,AO,-15.2,12.15,67.71,85,100,2.8,1599419491
465,karratha,AU,-20.74,116.85,67.51,84,93,9.22,1599419492
466,mahanoro,MG,-19.9,48.8,64.15,85,0,9.1,1599419492
467,kondagaon,IN,19.6,81.67,73.78,92,99,3.04,1599419492
468,inhambane,MZ,-23.86,35.38,66.2,88,40,2.24,1599419492
469,umea,SE,63.83,20.26,50.0,93,6,2.24,1599419492
470,banda aceh,IN,25.48,80.33,85.77,70,0,6.33,1599419493
471,lokosovo,RU,61.13,74.82,40.5,97,19,6.4,1599419493
472,fuzhou,CN,26.06,119.31,75.2,73,90,2.24,1599419493
473,jiaocheng,CN,24.68,116.14,74.64,90,98,0.38,1599419494
474,chara,RU,56.91,118.26,50.97,78,0,0.22,1599419494
475,chulym,RU,55.1,80.96,41.5,94,97,5.68,1599419494
476,sitka,US,57.05,-135.33,53.6,81,20,0.76,1599419494
477,havoysund,NO,71.0,24.66,50.0,87,75,17.22,1599419396
478,iranshahr,IR,27.2,60.68,93.2,8,0,4.7,1599419495
479,barahan,PH,13.01,120.76,81.12,80,100,5.03,1599419495
480,fortuna,US,40.6,-124.16,84.99,42,20,6.13,1599419206
481,terrassa,ES,41.57,2.02,78.01,78,2,9.17,1599419495
482,whakatane,NZ,-37.96,176.99,52.0,96,100,3.0,1599419495
483,tiksi,RU,71.69,128.87,42.48,92,100,5.21,1599419496
484,jaruco,CU,23.04,-82.01,86.0,62,40,16.11,1599419496
485,kindu,CD,-2.95,25.95,73.0,88,100,3.13,1599419496
486,kokopo,PG,-4.35,152.26,75.83,83,1,4.43,1599419496
487,manbij,SY,36.53,37.95,77.0,36,0,8.05,1599419344
488,pimenta bueno,BR,-20.48,-45.8,84.72,21,49,2.77,1599419498
489,liberty,US,31.83,-81.5,82.99,88,90,6.76,1599419498
490,bartica,GY,6.4,-58.62,93.2,56,40,9.17,1599419498
491,romanovskaya,RU,47.54,42.03,74.12,32,99,15.48,1599419498
492,vardo,NO,70.37,31.11,51.8,87,36,18.34,1599419498
493,evensk,RU,61.95,159.23,43.99,82,100,10.78,1599419207
494,birjand,IR,32.87,59.22,69.8,19,0,6.93,1599419499
495,broome,US,42.25,-75.83,72.0,66,0,1.99,1599419499
496,salinopolis,BR,-0.61,-47.36,83.3,71,1,15.48,1599419499
497,katherine,AU,-14.47,132.27,66.2,45,0,5.82,1599419499
498,cine,TR,37.61,28.06,75.2,60,0,3.36,1599419500
499,shar,KZ,49.59,81.05,46.87,56,0,2.91,1599419500
500,togul,RU,53.47,85.91,48.22,68,100,4.63,1599419500
501,puerto quijarro,ES,36.59,-6.23,82.4,51,0,13.87,1599419500
502,troitskoye,RU,52.98,84.68,45.3,73,80,5.77,1599419501
503,elko,US,41.0,-115.5,91.99,10,1,5.82,1599419501
504,rongcheng,CN,30.63,117.85,68.74,61,0,2.39,1599419501
505,prince rupert,CA,52.97,-108.38,57.2,58,75,18.34,1599419501
506,komsomolskiy,UZ,40.43,71.72,69.8,28,0,18.95,1599419501
507,baykit,RU,61.67,96.37,42.6,80,1,2.01,1599419502
508,deniliquin,AU,-35.53,144.97,46.99,74,0,1.01,1599419502
509,sesheke,ZM,-17.48,24.3,66.2,39,0,7.0,1599419502
510,lerwick,GB,60.15,-1.15,50.0,71,40,8.05,1599419505
511,labytnangi,RU,66.66,66.42,51.57,63,100,2.04,1599419505
512,kungurtug,RU,50.6,97.52,45.28,84,4,3.56,1599419505
513,cayenne,GF,4.93,-52.33,89.6,66,20,12.75,1599419505
514,fort saint james,NL,52.65,6.39,55.99,90,56,0.29,1599419505
515,whitehaven,GB,54.55,-3.58,54.0,89,98,4.03,1599419506
516,bontang,ID,0.13,117.5,77.02,87,1,5.73,1599419506
517,grootfontein,NA,-19.57,18.12,66.45,26,0,7.94,1599419506
518,luanda,AO,-8.84,13.23,71.6,88,20,4.7,1599419506
519,kolondieba,ML,11.09,-6.89,75.04,90,44,3.83,1599419507
520,kamenka,RU,51.32,42.77,57.99,45,10,8.99,1599419507
521,derzhavinsk,KZ,51.1,66.32,52.41,65,95,8.97,1599419507
522,port hedland,CD,-7.03,29.76,78.06,40,59,5.95,1599419470
523,bilma,NE,18.69,12.92,98.26,12,0,6.42,1599419507
524,gizo,SB,-8.1,156.84,82.13,74,2,7.96,1599419508
525,maningrida,AU,-12.07,134.27,66.63,94,62,7.67,1599419508
526,logan lake,US,41.74,-111.83,84.99,29,0,1.99,1599419300
527,barcarena,BR,-1.51,-48.63,91.4,52,40,8.05,1599419508
528,bakchar,RU,57.02,82.07,41.5,95,94,4.23,1599419508
529,poronaysk,RU,49.22,143.12,58.82,83,100,0.69,1599419508
530,merrill,US,45.18,-89.68,69.8,68,90,6.93,1599419509
531,udachnyy,RU,66.42,112.4,33.8,100,4,6.71,1599419509
532,zamora,EC,-4.07,-78.96,82.4,39,75,6.93,1599419509
533,joaima,BR,-16.65,-41.03,81.19,52,78,6.91,1599419510
534,lahuachaca,BO,-17.37,-67.67,63.41,28,83,11.79,1599419510
535,salym,RU,60.06,71.48,46.33,95,100,9.66,1599419510
536,berlevag,NO,70.86,29.09,51.8,87,75,10.29,1599419510
537,perrysburg,US,41.56,-83.63,71.6,56,90,11.41,1599419510
538,bayan,CN,46.08,127.4,59.95,93,100,3.85,1599419511
539,lakes entrance,US,61.61,-149.31,55.4,50,75,9.17,1599419511
540,oktyabrskiy,RU,54.48,53.47,50.81,79,0,1.63,1599419511
541,dingle,PH,11.0,122.67,77.04,88,100,3.11,1599419511
542,iquitos,PE,-3.75,-73.25,91.4,55,75,4.7,1599419511
543,muli,MV,2.92,73.57,82.76,73,100,9.51,1599419512
544,christchurch,NZ,-43.53,172.63,45.0,81,0,6.93,1599419449
545,izberbash,RU,42.57,47.86,71.6,88,0,4.47,1599419512
546,kirakira,SB,-10.45,161.92,78.01,85,42,10.25,1599419512
547,dawlatabad,AF,36.41,64.91,63.39,24,0,2.98,1599419512
548,necochea,AR,-38.55,-58.74,50.0,72,0,4.0,1599419513
549,marsa matruh,MT,35.88,14.5,80.01,74,20,12.75,1599419374
550,cabrobo,BR,-8.51,-39.31,90.28,27,0,15.79,1599419513
551,gat,IL,31.61,34.76,84.0,70,1,1.72,1599419513
552,dalhousie,IN,32.53,75.98,60.84,90,0,4.56,1599419514
553,vilhena,BR,-12.74,-60.15,101.59,13,0,0.43,1599419370
554,pitimbu,BR,-7.47,-34.81,80.6,65,40,16.11,1599419514
555,paranaiba,BR,-19.68,-51.19,96.66,12,3,2.24,1599419514
556,bria,CF,6.54,21.99,69.04,96,92,4.03,1599419515
557,karla,EE,59.37,24.93,55.4,82,0,6.93,1599419515
558,zhigansk,RU,66.77,123.37,41.54,86,89,13.29,1599419515
559,neringa,LT,55.37,21.06,59.0,87,43,4.47,1599419515
560,cape canaveral,CL,-36.41,-71.9,64.4,52,86,9.17,1599419515
